city,highway,highway_flag,global_index,lat,lon,pano_id,yaw
manhattan,['motorway'],1,14778,40.783289,-73.98557,H_JGAGkC4i7aF7sbXAYypA,28
manhattan,['motorway'],1,6014,40.779193,-73.988873,94b_R7s0eAlk7gg6PQ4jqA,28
manhattan,['pedestrian'],0,53654,40.779908,-73.986851,FuMD8YwjgAjo-6B2nfqmPQ,259
manhattan,"['residential', 'residential']",0,33010,40.779582,-73.987951,r6VnELp_Av5wbJXrtwkT4Q,351
manhattan,['secondary'],0,12243,40.780231,-73.985567,MV42HbmuqbMZL0RVCWVwdg,133
manhattan,['secondary'],0,37767,40.780358,-73.985669,Xam_43WRrMJO1gx5jdyksw,171
manhattan,['motorway'],1,15414,40.783361,-73.985518,WxCZZqfyQ1HloVjPxtUCqg,28
manhattan,['motorway'],1,30945,40.779127,-73.98892,7Sj1cTzCN4JzpATqe169Tw,28
manhattan,"['residential', 'pedestrian']",0,52545,40.779906,-73.986796,qY1ziCoGwg3xYJwJOZyRbg,300
manhattan,['residential'],0,20341,40.779438,-73.988049,FLWMhYC8hQpCopX4Gxiecg,41
manhattan,['secondary'],0,43157,40.780173,-73.985458,SRKbQH8bpv5t4d7CiAvtvw,122
manhattan,['secondary'],0,7071,40.780405,-73.985675,Wye0vrrJj8WF0PDfFbNamg,183
manhattan,['motorway'],1,264,40.783433,-73.985465,4xW1nji6gZptB3M2mNHGLA,28
manhattan,['motorway'],1,12248,40.779061,-73.988968,MZMKd_lPyAOyOFB9CGxk6Q,28
manhattan,['residential'],0,53915,40.779842,-73.986675,Lc8lEHodyxIe8FzH3t_g6A,305
manhattan,['residential'],0,5283,40.779362,-73.988111,sYsLdHiHkYRRHoPrHxc5Sw,21
manhattan,[],0,18680,40.779468,-73.987986,e7IPZNYaCkwD9_xfxxN1Xg,66
manhattan,['secondary'],0,34620,40.780103,-73.985298,QcuSdeRLsGsAoDg254PsaA,119
manhattan,['secondary'],0,17255,40.780451,-73.985669,9JWwMqUCAoxUqeAMqfRPyA,192
manhattan,['motorway'],1,39831,40.783505,-73.985412,GCIyVN-DKGfIFE-Aqn6fMg,28
manhattan,['motorway'],1,45354,40.778995,-73.989016,Gk3xiMpy1iGyTrQmmG1NKw,28
manhattan,['residential'],0,3627,40.779796,-73.986579,JFW9JsDSIZkBn-bPs49P-g,298
manhattan,['residential'],0,14274,40.779297,-73.988135,5lwPc30tCHE9Lm3ruGWyAQ,21
manhattan,['residential'],0,31182,40.779455,-73.987826,DAJGRXnw0AEzk-gO3VHYbg,109
manhattan,['secondary'],0,33652,40.780081,-73.985246,4fywpy8_682_waiYOmczTg,119
manhattan,"['footway', 'secondary']",0,46604,40.780496,-73.985655,gfzqN03tkEuubf41BdEr5Q,197
manhattan,['motorway'],1,9287,40.783576,-73.98536,IbXyjRNqZV9OMAOw0TzZ3w,28
manhattan,['motorway'],1,23294,40.778929,-73.989063,Kb3I90FGiSgX6yMKKAYYJA,28
manhattan,['residential'],0,46344,40.77975,-73.986467,b5vFdAmnvlPc2X6Wls1bdw,298
manhattan,['residential'],0,48724,40.779219,-73.988174,TKrtKJgzXX8rMYE38_si7A,20
manhattan,['residential'],0,40344,40.779394,-73.987666,RmOK1NKoXbpskyziZ5GXGg,118
manhattan,['secondary'],0,19592,40.780034,-73.985134,zkAPLxbGGFd23Hc9yQfzbQ,118
manhattan,"['footway', 'secondary']",0,22337,40.780541,-73.985636,z_onXghSswNuA1VCdmPJ7A,200
manhattan,"['motorway', 'motorway_link']",0,23208,40.783648,-73.985308,I_rn0-V6r2dQneMoEbIrAg,28
manhattan,['motorway'],1,11927,40.778863,-73.989111,F7Hs8vPmHSGnFSf4ueVzEw,28
manhattan,['residential'],0,2792,40.779699,-73.986331,0D_jiYDDu7tsA-D4H9rXHg,296
manhattan,['residential'],0,9593,40.779137,-73.988215,PlrMHozClshcAuvS8mtKRg,20
manhattan,['residential'],0,523,40.77934,-73.987541,ARjveXTfpgqzrHDlB3op2A,120
manhattan,"['secondary', 'secondary']",0,40717,40.780009,-73.985073,_5_8kPUU1rMXpDmv9EWsmg,118
manhattan,['secondary'],0,41944,40.780647,-73.985589,15Ljlu6Fq62v5qkYvfTOzw,199
manhattan,"['motorway', 'motorway_link']",0,465,40.783671,-73.985172,9Imm7vvnAzyzICn9kSJG1w,33
manhattan,['motorway'],1,28138,40.783719,-73.985255,5zOAah6MCYA0YBJJ7RMfmw,28
manhattan,['motorway'],1,42884,40.778797,-73.989158,MMc4aymQtz5YTLT_9eHhcg,28
manhattan,['residential'],0,6139,40.779658,-73.986232,BdGFZnxWBoM-1xnNVIrx7w,301
manhattan,"['residential', 'residential']",0,40748,40.779052,-73.988255,_hOzAfYjGa8cITm8_FRGiA,19
manhattan,['residential'],0,27594,40.779288,-73.987425,uJZCStHjPgS4w6Q_lf4Nsw,120
manhattan,['secondary'],0,51637,40.779983,-73.985011,WegdcUo8ZlSLkoOA8oLYwg,119
manhattan,['secondary'],0,52839,40.780763,-73.985536,xd1HBSwBFPwkopW0gdKmFA,199
manhattan,['motorway_link'],0,3234,40.783752,-73.985098,A-1US3fB8SirnfpiAiHKjA,34
manhattan,['motorway'],1,36807,40.78379,-73.985204,CFY5zb7cyf2POHrlYMumDQ,28
manhattan,['motorway'],1,27677,40.77873,-73.989206,wDrQydGiiZUiGJRSC7t5rg,28
manhattan,['residential'],0,9243,40.779603,-73.986111,HlEorQOdLyzGzrryPHC6NA,299
manhattan,"['residential', 'residential']",0,9800,40.778909,-73.988317,UkBU0yMRRKVOX0u25UBctA,17
manhattan,['residential'],0,112,40.779241,-73.987317,1Rf3SgLohdUWNcxyJmV_2A,120
manhattan,['secondary'],0,40935,40.779926,-73.984879,eC7MCpHge0JBtrWH-FnHww,119
manhattan,['secondary'],0,40070,40.780856,-73.985496,ME3Sq5seU49tC3M7p0mxwg,199
manhattan,['motorway_link'],0,23699,40.783833,-73.985023,UuVznKNopkGqjecsd0c8jg,35
manhattan,['motorway'],1,29123,40.783861,-73.985151,U2ZCeS6tAD5XzV8-c3tJNg,28
manhattan,['motorway'],1,51881,40.778664,-73.989253,b0GwyUK3eBq6KuFjgECpZA,28
manhattan,['residential'],0,30998,40.779548,-73.985993,8kKJ1hvnFFKT0aTHxECR2g,304
manhattan,['residential'],0,22370,40.778805,-73.988414,-4WjCJFXi3u7re-8uWER3Q,209
manhattan,['residential'],0,25161,40.779194,-73.987214,0vhmZVZz0DYuoXRm89yDaw,120
manhattan,['secondary'],0,42242,40.779872,-73.98475,7fCalYBki3IqLJHwydLCtg,119
manhattan,['secondary'],0,19358,40.780944,-73.985459,thtkOXvAJmVu8jZUFLdM4Q,198
manhattan,['motorway_link'],0,32537,40.783911,-73.984947,gxowHBGqOaMHZuDE_VBLkw,37
manhattan,['motorway'],1,10462,40.783932,-73.9851,ivnxudTdTSlqgb56YNnbhA,28
manhattan,['motorway'],1,19288,40.778598,-73.989301,s-UNQ_GUqlsVta-QpprLuA,28
manhattan,['residential'],0,30154,40.779481,-73.985849,qDyLQowS5vTSm93Mp--LpQ,294
manhattan,['residential'],0,52228,40.778686,-73.988468,j1Q6IbdEmeDqpAm7HPXqfw,198
manhattan,"['residential', 'residential']",0,53925,40.778864,-73.988353,LnZ3IDBsaDS1JvyK_Rb1mg,246
manhattan,"['residential', 'residential', 'residential']",0,18857,40.77915,-73.987114,hwQ8AuJuqTxjiFXctv17kw,120
manhattan,['secondary'],0,2892,40.779826,-73.984641,2GTp6E6CeKO290ALP77dsA,119
manhattan,"['footway', 'secondary']",0,3383,40.781034,-73.985423,DDkIWIAYAHJkS1FOrKs19Q,198
manhattan,['motorway_link'],0,32062,40.783989,-73.984867,XFwJmcDJLmYfluFFZyNZug,38
manhattan,['motorway'],1,52077,40.784002,-73.985048,fr7aavHQKPra2bLKlVjKwQ,28
manhattan,"['footway', 'motorway']",1,53507,40.778533,-73.989349,CaWuoOwAYbxZ_doHqKVeKg,28
manhattan,['residential'],0,50771,40.779444,-73.985739,Cakv8pQVbm6zjKnd_Zup6w,296
manhattan,['residential'],0,17515,40.778583,-73.988506,F-2DsrWytzefum6BpHN3kA,196
manhattan,['residential'],0,24128,40.778861,-73.98822,dWqvB5PYCHoUjKmAVe8DWg,299
manhattan,['residential'],0,38691,40.779107,-73.987167,s1SZCkhfwfVXqVrxhPVoQg,4
manhattan,['residential'],0,45429,40.77913,-73.987065,ICcMU9Uty4_g_kEEQuTbXA,119
manhattan,"['secondary', 'secondary']",0,2085,40.779784,-73.984539,kS9qfXPc7e-lwIudy1Lvsg,117
manhattan,"['residential', 'secondary']",0,12753,40.781068,-73.985409,Z4X69GlqkHBqLZEt--wf-Q,198
manhattan,['motorway_link'],0,2727,40.784064,-73.984786,zk6aY-kMJHWDvDvDqxB07A,40
manhattan,['motorway'],1,25672,40.784072,-73.984997,CVp8cXltz7TzwZdNKfRXdA,28
manhattan,['motorway'],1,22727,40.778467,-73.989397,7lDCC8-XRK_6oDz0vHFZUQ,28
manhattan,['residential'],0,1549,40.779401,-73.98562,YsOOTjKB9zD2QzPFsvkIwA,293
manhattan,['residential'],0,4836,40.778489,-73.988539,i_nBzib6oRS7swLJWpm0DQ,196
manhattan,['residential'],0,39429,40.778814,-73.98811,6kGJ9aZJwAmrvB6-h1FOmQ,302
manhattan,['residential'],0,27152,40.779031,-73.987188,jiySPKjYTe_4J_IeCAXw-A,20
manhattan,['residential'],0,13278,40.779091,-73.986971,jyw61QQDKG5u7WHROPiIDQ,117
manhattan,['secondary'],0,14258,40.779687,-73.984555,5Uq5So2hZ5AmPZcO6ryeSA,28
manhattan,"['secondary', 'secondary', 'secondary', 'secondary']",0,24087,40.779794,-73.984528,ceKUrdPK2LRubsTS91At9g,352
manhattan,"['secondary', 'secondary', 'secondary', 'secondary']",0,32928,40.779765,-73.984488,pYGTTAgE_g72udA-E246iA,116
manhattan,"['footway', 'secondary']",0,20967,40.781188,-73.98536,UbbPjSc1Ya0LtEkSitEO6A,198
manhattan,"['residential', 'secondary']",0,48456,40.781069,-73.985324,Mi21a0erYN8VkZ-6S_12Nw,333
manhattan,['motorway_link'],0,30438,40.784136,-73.984704,x2k1eB6wagZohCaRINDgqA,41
manhattan,['motorway'],1,4082,40.784141,-73.984946,TUWpHUEhNcGfeWmQvrRcYg,28
manhattan,['motorway'],1,54038,40.778402,-73.989445,O9Gay2hAP1U31Pb8kMwgsA,28
manhattan,['residential'],0,41851,40.779345,-73.985472,zk5hizwTSsrL7RvWrcWpWA,298
manhattan,['residential'],0,42169,40.77838,-73.98858,5mLcd17lX_hBtwq3iir6ZA,197
manhattan,['residential'],0,36506,40.778763,-73.988003,5RbLUX5sRiqsbuYVzEtdIQ,301
manhattan,['residential'],0,22468,40.778955,-73.987226,1SldwKfSiFCzT4OgAoZ77g,21
manhattan,['residential'],0,29817,40.779056,-73.986875,j8IIWPsUkNZGbuidnWgYtA,116
manhattan,['secondary'],0,10681,40.779608,-73.984612,odkDlT5ifRxOpw7v8c8Csg,29
manhattan,['secondary'],0,45874,40.779834,-73.984406,S2zy96CjbpZvEA2eWxu2Lg,26
manhattan,['secondary'],0,26205,40.779728,-73.984385,OpPbE_lcM4koewErq7g_Dg,116
manhattan,['secondary'],0,28274,40.781279,-73.985322,9HIJe0KTq-5TfsiYE9SlqQ,199
manhattan,"['footway', 'residential']",0,34580,40.781008,-73.985242,PqTlONm0BV5__kuQ4ZoQWw,294
manhattan,['motorway_link'],0,16498,40.784206,-73.984618,u78zeQ3rUakpSB-fz8CQYw,43
manhattan,['motorway'],1,36814,40.78421,-73.984896,CUP4vTwyNvwOJXgSW9yvfQ,28
manhattan,['motorway'],1,17596,40.778336,-73.989494,GnnAthEQVzFQlA-dLi-9Lg,28
manhattan,['residential'],0,44074,40.779304,-73.985377,mV5TdrjfHGHo5tmvpd3rlQ,299
manhattan,"['residential', 'footway']",0,23859,40.778294,-73.98861,YPzRC_Su4mbQ3V6bGb2uWw,196
manhattan,['residential'],0,8627,40.778703,-73.987863,3ChOggpB_lF_mRXIekhSjg,301
manhattan,['residential'],0,24915,40.778856,-73.987276,wa6sH4SOPxYHNCAegoAKNA,21
manhattan,['residential'],0,19353,40.779019,-73.986783,tXabGpKt82-PBQpFcdN7kw,118
manhattan,['secondary'],0,14301,40.779549,-73.984656,6G6WkCmIathmSy5orER5nA,29
manhattan,['secondary'],0,8163,40.779876,-73.984377,udzq_WORFAyEyF2f6D0x9Q,27
manhattan,['secondary'],0,5142,40.779686,-73.984278,pVZUTFuTb-pW9f1PTpaQ1A,118
manhattan,['secondary'],0,26524,40.781371,-73.985282,W92AjD3EUh3BEntCzqXUzg,199
manhattan,['residential'],0,45647,40.780967,-73.985129,NLK1g7oHvurAJr8U_ph8jQ,299
manhattan,['motorway_link'],0,18826,40.784274,-73.984532,hD5u8ou4Dn8FaZhGabbi0w,44
manhattan,['motorway'],1,7306,40.784279,-73.984846,bJ-il68_Y68tC8UV1s6C9g,28
manhattan,['motorway'],1,5566,40.77827,-73.989542,z_97jUFeG-KgvbsZadgxUQ,28
manhattan,['residential'],0,37813,40.779262,-73.985277,YjuhP-la7g7jxxaiuoNTOQ,298
manhattan,"['residential', 'residential']",0,46135,40.778228,-73.988633,XtDU2rKVHFfoPotRNeqJKQ,195
manhattan,['residential'],0,41956,40.778657,-73.987759,1ISoEFCmgycNdsapDmjsOQ,299
manhattan,['residential'],0,9884,40.778776,-73.987318,WUT_E2dpMqTLhCLRFbCtsw,21
manhattan,['residential'],0,18715,40.778981,-73.986688,ekZm_eQCDT2_gnF6yZA4Eg,117
manhattan,"['secondary', 'secondary']",0,32639,40.779486,-73.984703,jSrPF9NMbQwNLxGV86IOtg,29
manhattan,['secondary'],0,42689,40.779962,-73.984318,HQVs6DgzFBeenE09ljMjdA,28
manhattan,['secondary'],0,917,40.779641,-73.984173,JcaFXHt4RZTchCcZyM198Q,120
manhattan,['secondary'],0,24260,40.781461,-73.985242,grReKx1fS-QT-fcWnwI6Mw,199
manhattan,['residential'],0,14905,40.780928,-73.985034,KmPjDmvUeLgMd2AqDl3ueA,300
manhattan,['motorway_link'],0,16065,40.78434,-73.984444,ksBjt6aF2SSZszhR_X0Otg,46
manhattan,['motorway'],1,46369,40.784348,-73.984796,bl0gm_nqksVlYuoAe8ZaiQ,28
manhattan,['motorway'],1,19184,40.778205,-73.98959,pcznrkkALJ9tiPpJY4dGIQ,28
manhattan,['residential'],0,42835,40.779218,-73.985165,L8aLEJZkSM_PXbLuLTh7QA,296
manhattan,['residential'],0,45959,40.778131,-73.988488,TufbmuW2wBFZuFX_aFwyDQ,86
manhattan,"['residential', 'footway']",0,48122,40.778158,-73.988657,EtcdSTuzIpVTKqs3r7SJ-g,195
manhattan,['residential'],0,54535,40.778606,-73.987635,YDhn4vBsioNveUpFXlq-hw,300
manhattan,['residential'],0,54922,40.778687,-73.987367,gL1O0GKbx7DEO60eF1Xq7A,21
manhattan,['residential'],0,55760,40.778941,-73.986588,zxHmamdGIdar5yQ2BD2Iow,117
manhattan,['secondary'],0,15506,40.779408,-73.98476,Ys-E9IHNes0zKy1uS5vByQ,28
manhattan,['secondary'],0,47239,40.780049,-73.984255,vbqFWhPFjzYZHyE50RgrdA,28
manhattan,['secondary'],0,14,40.779593,-73.984065,-LYE5DOVq0xnLZTrxwFCuw,121
manhattan,['secondary'],0,53321,40.781551,-73.985205,7q43bAd9lqcJ5JyZsijQ2A,197
manhattan,['residential'],0,37759,40.780884,-73.984926,XUPXsdC2S33H3Z5L-q7uGw,299
manhattan,['motorway_link'],0,7200,40.784405,-73.984354,ZjgQt5ParWd2moP0Xv9uMw,47
manhattan,['motorway'],1,16974,40.784418,-73.984746,3I9AvrmaaHL2D5ZjksJBSg,28
manhattan,['motorway'],1,41051,40.778139,-73.989638,gXujtJD0n8PunZ1-pCc1VA,28
manhattan,['residential'],0,37702,40.779172,-73.985052,W8OluuepW3oEG9l3CUOeZQ,298
manhattan,['residential'],0,11226,40.778119,-73.988426,-ggrinSe8AljavkKv-u3OA,107
manhattan,['residential'],0,44563,40.778095,-73.988678,xlS3VdaoxCHc0xVwz1Jc7Q,195
manhattan,['residential'],0,24888,40.778531,-73.987507,vxeQ9bjzX1PcQz5GSy0Tdg,342
manhattan,['residential'],0,37811,40.778583,-73.987422,Yik-UdMZFQJFIaKWHK3PnA,20
manhattan,"['service', 'residential']",0,30533,40.778897,-73.986471,yu8LIdJeoNdz3RyOXtgTDg,116
manhattan,['secondary'],0,26874,40.779328,-73.984818,cvnuZfQd-M6ko5wNJMy5ew,29
manhattan,['secondary'],0,38999,40.780137,-73.984192,yY4yUZtc3hPTDMysttibmA,28
manhattan,['secondary'],0,45541,40.779545,-73.983959,Kdgljz2oOkXsrqL42yZR5Q,120
manhattan,['secondary'],0,36753,40.781643,-73.98517,B8liWiP9hhOBojNGeWqEMw,197
manhattan,['residential'],0,36047,40.780839,-73.984811,wzMhKNa-aSXhVDDNVDy5xw,297
manhattan,['motorway_link'],0,19374,40.784467,-73.984261,uAlijuCGjiNEdtGlKZbpQQ,48
manhattan,['motorway'],1,9729,40.784488,-73.984696,TAbBwDrDnIaA36gKT2OkKw,27
manhattan,['motorway'],1,50530,40.778074,-73.989686,7-0VfuJLiDxZhliMi2JTMg,28
manhattan,['residential'],0,6202,40.779088,-73.984945,DKI-wKsyq6tG7WL-G4qwpA,276
manhattan,['residential'],0,580,40.778068,-73.98831,Bq_4-8KGDpJmb_WJgBskPA,125
